year,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,GP,homeW,homeL,awayW,awayL,confW,confL,min,coach_experience,player_average_height,player_average_weight,player_total_GP,player_total_GS,player_total_points,player_total_oRebounds,player_total_dRebounds,player_total_rebounds,player_total_assists,player_total_steals,player_total_blocks,player_total_turnovers,player_total_PF,player_total_fgAttempted,player_total_fgMade,player_total_ftAttempted,player_total_ftMade,player_total_threeAttempted,player_total_threeMade,player_total_dq,player_total_PostGP,player_total_PostGS,player_total_PostMinutes,player_total_PostPoints,player_total_PostoRebounds,player_total_PostdRebounds,player_total_PostRebounds,player_total_PostAssists,player_total_PostSteals,player_total_PostBlocks,player_total_PostTurnovers,player_total_PostPF,player_total_PostfgAttempted,player_total_PostfgMade,player_total_PostftAttempted,player_total_PostftMade,player_total_PostthreeAttempted,player_total_PostthreeMade,player_total_PostDQ,player_total_awards,winrate,home_winrate,away_winrate,conf_winrate,o_fg_pct,o_ft_pct,o_3p_pct,o_oreb_pct,o_dreb_pct,d_fg_pct,d_ft_pct,d_3p_pct,d_oreb_pct,d_dreb_pct,pts_diff
1,SEA,SEA,WE,8.0,N,,,,667.0,1740.0,379.0,561.0,109.0,364.0,256.0,537.0,793.0,390.0,648.0,255.0,525.0,93.0,1822.0,778.0,1721.0,498.0,654.0,117.0,334.0,288.0,721.0,1009.0,506.0,618.0,284.0,529.0,123.0,2171.0,6.0,26.0,32.0,4.0,12.0,2.0,14.0,4.0,17.0,6475.0,0.0,183.0,72.92857142857143,326.0,160.0,1822.0,256.0,537.0,793.0,390.0,255.0,93.0,502.0,648.0,1740.0,667.0,561.0,379.0,364.0,109.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.25,0.125,0.19047619047619047,0.38333333333333336,0.6755793226381461,0.29945054945054944,0.3228247162673392,0.6771752837326608,0.45206275421266706,0.7614678899082569,0.3502994011976048,0.28543111992071357,0.7145688800792864,-349.0
2,SEA,SEA,WE,8.0,N,,,,689.0,1821.0,415.0,606.0,128.0,412.0,306.0,585.0,891.0,412.0,605.0,273.0,431.0,127.0,1921.0,753.0,1750.0,417.0,559.0,125.0,325.0,296.0,756.0,1052.0,492.0,588.0,228.0,519.0,127.0,2048.0,10.0,22.0,32.0,5.0,11.0,5.0,11.0,6.0,15.0,6550.0,36.0,185.3846153846154,75.38461538461539,326.0,160.0,1921.0,306.0,585.0,891.0,412.0,273.0,127.0,406.0,605.0,1821.0,689.0,606.0,415.0,412.0,128.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.3125,0.2857142857142857,0.3783635365183965,0.6848184818481848,0.3106796116504854,0.3434343434343434,0.6565656565656566,0.43028571428571427,0.7459749552772809,0.38461538461538464,0.2813688212927757,0.7186311787072244,-127.0
3,SEA,SEA,WE,4.0,Y,L,,,794.0,1948.0,418.0,543.0,182.0,506.0,362.0,633.0,995.0,514.0,623.0,282.0,477.0,151.0,2188.0,783.0,1818.0,435.0,587.0,102.0,342.0,307.0,662.0,969.0,488.0,563.0,254.0,531.0,125.0,2103.0,17.0,15.0,32.0,10.0,6.0,7.0,9.0,10.0,11.0,6450.0,129.0,182.13333333333333,74.2,313.0,160.0,2188.0,362.0,633.0,995.0,514.0,282.0,151.0,461.0,623.0,1948.0,794.0,543.0,418.0,506.0,182.0,5.0,18.0,10.0,400.0,120.0,15.0,34.0,49.0,28.0,20.0,8.0,35.0,35.0,112.0,39.0,37.0,32.0,37.0,10.0,0.0,0.0,0.53125,0.625,0.4375,0.47619047619047616,0.4075975359342916,0.7697974217311234,0.35968379446640314,0.36381909547738694,0.6361809045226131,0.4306930693069307,0.7410562180579217,0.2982456140350877,0.31682146542827655,0.6831785345717234,85.0
4,SEA,SEA,WE,5.0,N,,,,890.0,2045.0,442.0,567.0,166.0,500.0,342.0,732.0,1074.0,548.0,644.0,232.0,465.0,138.0,2388.0,844.0,2039.0,441.0,591.0,145.0,437.0,352.0,689.0,1041.0,456.0,570.0,245.0,459.0,104.0,2274.0,18.0,16.0,34.0,13.0,4.0,5.0,12.0,11.0,13.0,6850.0,448.0,182.71428571428572,75.07142857142857,343.0,170.0,2388.0,342.0,732.0,1074.0,548.0,232.0,138.0,455.0,644.0,2045.0,890.0,567.0,442.0,500.0,166.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5294117647058824,0.7647058823529411,0.29411764705882354,0.4583333333333333,0.4352078239608802,0.7795414462081128,0.332,0.31843575418994413,0.6815642458100558,0.4139283962726827,0.7461928934010152,0.3318077803203661,0.3381364073006724,0.6618635926993276,114.0
5,SEA,SEA,WE,2.0,Y,W,W,W,873.0,2025.0,524.0,676.0,167.0,439.0,350.0,709.0,1059.0,552.0,665.0,302.0,499.0,131.0,2437.0,851.0,1989.0,423.0,592.0,139.0,391.0,303.0,679.0,982.0,507.0,678.0,252.0,527.0,137.0,2264.0,20.0,14.0,34.0,13.0,4.0,7.0,10.0,13.0,9.0,6825.0,708.0,183.5,75.58333333333333,326.0,170.0,2437.0,350.0,709.0,1059.0,552.0,302.0,131.0,487.0,665.0,2025.0,873.0,676.0,524.0,439.0,167.0,8.0,81.0,40.0,1625.0,559.0,85.0,175.0,260.0,133.0,67.0,31.0,121.0,144.0,492.0,209.0,126.0,99.0,91.0,42.0,0.0,1.0,0.5882352941176471,0.7647058823529411,0.4117647058823529,0.5909090909090909,0.4311111111111111,0.7751479289940828,0.3804100227790433,0.3305004721435316,0.6694995278564684,0.4278531925590749,0.714527027027027,0.3554987212276215,0.3085539714867617,0.6914460285132383,173.0
6,SEA,SEA,WE,2.0,Y,L,,,906.0,2066.0,544.0,688.0,142.0,429.0,323.0,776.0,1099.0,520.0,657.0,201.0,516.0,158.0,2498.0,892.0,2163.0,490.0,646.0,133.0,419.0,334.0,686.0,1020.0,568.0,691.0,267.0,438.0,154.0,2407.0,20.0,14.0,34.0,14.0,3.0,6.0,11.0,13.0,9.0,6825.0,1056.0,185.30769230769232,76.15384615384616,337.0,170.0,2498.0,323.0,776.0,1099.0,520.0,201.0,158.0,506.0,657.0,2066.0,906.0,688.0,544.0,429.0,142.0,10.0,28.0,15.0,600.0,197.0,17.0,62.0,79.0,40.0,18.0,7.0,40.0,63.0,175.0,70.0,52.0,46.0,48.0,11.0,0.0,0.0,0.5882352941176471,0.8235294117647058,0.35294117647058826,0.5909090909090909,0.43852855759922554,0.7906976744186046,0.331002331002331,0.29390354868061874,0.7060964513193813,0.4123901987979658,0.7585139318885449,0.31742243436754175,0.32745098039215687,0.6725490196078432,91.0
7,SEA,SEA,WE,4.0,Y,L,,,961.0,2124.0,562.0,712.0,160.0,475.0,327.0,821.0,1148.0,514.0,682.0,232.0,570.0,127.0,2644.0,940.0,2218.0,531.0,707.0,164.0,484.0,322.0,709.0,1031.0,520.0,683.0,297.0,485.0,115.0,2575.0,18.0,16.0,34.0,9.0,8.0,9.0,8.0,10.0,10.0,6800.0,1462.0,184.5,76.92857142857143,334.0,170.0,2644.0,327.0,821.0,1148.0,514.0,232.0,127.0,527.0,682.0,2124.0,961.0,712.0,562.0,475.0,160.0,5.0,28.0,15.0,600.0,217.0,21.0,67.0,88.0,48.0,14.0,16.0,32.0,49.0,180.0,68.0,78.0,63.0,64.0,18.0,1.0,2.0,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5,0.4524482109227872,0.7893258426966292,0.3368421052631579,0.2848432055749129,0.7151567944250871,0.4238052299368801,0.751060820367751,0.33884297520661155,0.3123181377303589,0.6876818622696411,69.0
8,SEA,SEA,WE,4.0,Y,L,,,964.0,2210.0,582.0,715.0,224.0,639.0,344.0,820.0,1164.0,533.0,620.0,242.0,533.0,151.0,2734.0,987.0,2321.0,478.0,586.0,195.0,528.0,333.0,761.0,1094.0,591.0,642.0,272.0,495.0,112.0,2647.0,17.0,17.0,34.0,12.0,5.0,5.0,12.0,11.0,11.0,6825.0,1878.0,184.71428571428572,77.0,341.0,170.0,2734.0,344.0,820.0,1164.0,533.0,242.0,151.0,507.0,620.0,2210.0,964.0,715.0,582.0,639.0,224.0,1.0,17.0,10.0,400.0,173.0,23.0,53.0,76.0,33.0,13.0,11.0,32.0,46.0,148.0,65.0,23.0,22.0,53.0,21.0,1.0,2.0,0.5,0.7058823529411765,0.29411764705882354,0.5,0.43619909502262444,0.813986013986014,0.350547730829421,0.29553264604810997,0.7044673539518901,0.42524773804394655,0.8156996587030717,0.3693181818181818,0.30438756855575866,0.6956124314442413,87.0
9,SEA,SEA,WE,2.0,Y,L,,,899.0,2112.0,552.0,728.0,143.0,453.0,340.0,822.0,1162.0,530.0,684.0,269.0,526.0,140.0,2493.0,861.0,2164.0,512.0,680.0,172.0,539.0,332.0,760.0,1092.0,498.0,674.0,263.0,515.0,115.0,2406.0,22.0,12.0,34.0,16.0,1.0,6.0,11.0,13.0,7.0,6800.0,897.0,185.64285714285714,76.57142857142857,351.0,170.0,2493.0,340.0,822.0,1162.0,530.0,269.0,140.0,487.0,684.0,2112.0,899.0,728.0,552.0,453.0,143.0,4.0,30.0,15.0,598.0,197.0,26.0,61.0,87.0,32.0,33.0,8.0,42.0,62.0,177.0,67.0,63.0,52.0,39.0,11.0,0.0,0.0,0.6470588235294118,0.9411764705882353,0.35294117647058826,0.65,0.4256628787878788,0.7582417582417582,0.31567328918322296,0.29259896729776247,0.7074010327022375,0.3978743068391867,0.7529411764705882,0.31910946196660483,0.304029304029304,0.6959706959706959,87.0
10,SEA,SEA,WE,2.0,Y,L,,,909.0,2116.0,555.0,707.0,171.0,486.0,316.0,788.0,1104.0,536.0,710.0,276.0,555.0,150.0,2544.0,882.0,2150.0,510.0,671.0,202.0,585.0,332.0,746.0,1078.0,517.0,672.0,275.0,555.0,131.0,2476.0,20.0,14.0,34.0,13.0,4.0,7.0,10.0,13.0,7.0,7025.0,1537.0,183.6153846153846,79.3076923076923,307.0,170.0,2544.0,316.0,788.0,1104.0,536.0,276.0,150.0,512.0,710.0,2116.0,909.0,707.0,555.0,486.0,171.0,10.0,25.0,15.0,601.0,202.0,19.0,58.0,77.0,41.0,25.0,15.0,44.0,69.0,182.0,70.0,51.0,43.0,50.0,19.0,2.0,1.0,0.5882352941176471,0.7647058823529411,0.4117647058823529,0.65,0.42958412098298676,0.785007072135785,0.35185185185185186,0.286231884057971,0.7137681159420289,0.4102325581395349,0.7600596125186289,0.3452991452991453,0.3079777365491651,0.6920222634508348,68.0
1,UTA,SAS,WE,5.0,N,,,,858.0,1896.0,609.0,790.0,88.0,262.0,348.0,732.0,1080.0,522.0,698.0,214.0,544.0,157.0,2413.0,860.0,1964.0,531.0,721.0,156.0,448.0,313.0,598.0,911.0,503.0,702.0,301.0,437.0,112.0,2407.0,18.0,14.0,32.0,12.0,4.0,6.0,10.0,13.0,8.0,6400.0,0.0,184.21428571428572,76.0,302.0,160.0,2413.0,348.0,732.0,1080.0,522.0,214.0,157.0,538.0,698.0,1896.0,858.0,790.0,609.0,262.0,88.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.75,0.375,0.6190476190476191,0.4525316455696203,0.7708860759493671,0.33587786259541985,0.32222222222222224,0.6777777777777778,0.4378818737270876,0.7364771151178918,0.3482142857142857,0.34357848518111966,0.6564215148188803,6.0
2,UTA,SAS,WE,3.0,Y,L,,,811.0,1849.0,507.0,675.0,78.0,244.0,295.0,775.0,1070.0,524.0,622.0,202.0,493.0,156.0,2207.0,789.0,1976.0,489.0,660.0,125.0,429.0,344.0,630.0,974.0,478.0,645.0,275.0,390.0,148.0,2192.0,19.0,13.0,32.0,9.0,7.0,10.0,6.0,11.0,10.0,6475.0,45.5,182.25,75.91666666666667,292.0,160.0,2207.0,295.0,775.0,1070.0,524.0,202.0,156.0,484.0,622.0,1849.0,811.0,675.0,507.0,244.0,78.0,7.0,19.0,10.0,400.0,131.0,18.0,46.0,64.0,25.0,13.0,13.0,28.0,47.0,110.0,45.0,50.0,39.0,19.0,2.0,2.0,0.0,0.59375,0.5625,0.625,0.5238095238095238,0.43861546782044347,0.7511111111111111,0.319672131147541,0.2757009345794392,0.7242990654205608,0.3992914979757085,0.740909090909091,0.2913752913752914,0.3531827515400411,0.6468172484599589,15.0
3,UTA,SAS,WE,3.0,Y,W,,,843.0,1911.0,643.0,844.0,89.0,247.0,347.0,721.0,1068.0,478.0,665.0,228.0,522.0,178.0,2418.0,851.0,2067.0,516.0,688.0,126.0,377.0,361.0,645.0,1006.0,489.0,724.0,260.0,444.0,149.0,2344.0,20.0,12.0,32.0,12.0,4.0,8.0,8.0,12.0,9.0,6450.0,219.0,181.92307692307693,77.07692307692308,320.0,160.0,2418.0,347.0,721.0,1068.0,478.0,228.0,178.0,509.0,665.0,1911.0,843.0,844.0,643.0,247.0,89.0,7.0,43.0,25.0,1050.0,362.0,46.0,128.0,174.0,83.0,28.0,31.0,79.0,98.0,307.0,133.0,111.0,80.0,49.0,16.0,1.0,0.0,0.625,0.75,0.5,0.5714285714285714,0.4411302982731554,0.7618483412322274,0.3603238866396761,0.3249063670411985,0.6750936329588015,0.41170778906627964,0.75,0.33421750663129973,0.3588469184890656,0.6411530815109344,74.0
1,WAS,WAS,EA,4.0,Y,L,,,832.0,1813.0,403.0,578.0,109.0,335.0,300.0,646.0,946.0,521.0,597.0,245.0,506.0,126.0,2176.0,845.0,1875.0,382.0,555.0,149.0,397.0,299.0,612.0,911.0,513.0,595.0,261.0,456.0,102.0,2221.0,14.0,18.0,32.0,7.0,9.0,7.0,9.0,13.0,8.0,6400.0,0.0,183.53846153846155,76.38461538461539,299.0,160.0,2176.0,300.0,646.0,946.0,521.0,245.0,126.0,492.0,597.0,1813.0,832.0,578.0,403.0,335.0,109.0,3.0,17.0,10.0,400.0,120.0,14.0,30.0,44.0,30.0,13.0,6.0,32.0,30.0,101.0,47.0,32.0,20.0,22.0,6.0,0.0,0.0,0.4375,0.4375,0.4375,0.6190476190476191,0.45890788747931605,0.6972318339100346,0.3253731343283582,0.3171247357293869,0.6828752642706131,0.45066666666666666,0.6882882882882883,0.37531486146095716,0.32821075740944017,0.6717892425905598,-45.0
2,WAS,WAS,EA,8.0,N,,,,739.0,1915.0,333.0,504.0,117.0,418.0,356.0,699.0,1055.0,424.0,537.0,257.0,495.0,127.0,1928.0,791.0,1945.0,347.0,467.0,146.0,408.0,331.0,737.0,1068.0,487.0,543.0,261.0,454.0,103.0,2075.0,10.0,22.0,32.0,8.0,8.0,2.0,14.0,4.0,17.0,6500.0,0.0,183.07142857142858,74.85714285714286,320.0,160.0,1928.0,356.0,699.0,1055.0,424.0,257.0,127.0,489.0,537.0,1915.0,739.0,504.0,333.0,418.0,117.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.5,0.125,0.19047619047619047,0.38590078328981725,0.6607142857142857,0.2799043062200957,0.33744075829383885,0.6625592417061611,0.40668380462724935,0.7430406852248393,0.35784313725490197,0.3099250936329588,0.6900749063670412,-147.0
3,WAS,WAS,EA,3.0,Y,W,,,806.0,1910.0,359.0,478.0,164.0,443.0,330.0,708.0,1038.0,516.0,583.0,221.0,455.0,94.0,2135.0,786.0,1903.0,397.0,538.0,147.0,446.0,309.0,680.0,989.0,442.0,570.0,237.0,441.0,101.0,2116.0,17.0,15.0,32.0,9.0,7.0,8.0,8.0,12.0,9.0,6450.0,0.0,182.21428571428572,75.14285714285714,318.0,160.0,2135.0,330.0,708.0,1038.0,516.0,221.0,94.0,443.0,583.0,1910.0,806.0,478.0,359.0,443.0,164.0,3.0,46.0,25.0,1000.0,351.0,44.0,89.0,133.0,94.0,32.0,14.0,47.0,85.0,294.0,133.0,77.0,59.0,72.0,26.0,0.0,1.0,0.53125,0.5625,0.5,0.5714285714285714,0.42198952879581153,0.7510460251046025,0.37020316027088035,0.3179190751445087,0.6820809248554913,0.41303205465055176,0.7379182156133829,0.3295964125560538,0.31243680485338726,0.6875631951466128,19.0
4,WAS,WAS,EA,7.0,N,,,,896.0,2191.0,381.0,507.0,157.0,505.0,382.0,703.0,1085.0,568.0,676.0,213.0,462.0,99.0,2330.0,909.0,2033.0,509.0,691.0,171.0,482.0,334.0,781.0,1115.0,591.0,565.0,251.0,468.0,119.0,2498.0,9.0,25.0,34.0,3.0,14.0,6.0,11.0,7.0,17.0,6875.0,213.0,180.28571428571428,71.42857142857143,341.0,170.0,2330.0,382.0,703.0,1085.0,568.0,213.0,99.0,453.0,676.0,2191.0,896.0,507.0,381.0,505.0,157.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,0.17647058823529413,0.35294117647058826,0.2916666666666667,0.40894568690095845,0.7514792899408284,0.3108910891089109,0.35207373271889403,0.647926267281106,0.4471224790949336,0.7366136034732272,0.35477178423236516,0.29955156950672646,0.7004484304932735,-168.0
5,WAS,WAS,EA,4.0,Y,L,,,873.0,2088.0,474.0,661.0,105.0,283.0,337.0,726.0,1063.0,467.0,652.0,255.0,424.0,128.0,2325.0,864.0,2013.0,510.0,686.0,146.0,425.0,336.0,770.0,1106.0,534.0,627.0,237.0,492.0,111.0,2384.0,17.0,17.0,34.0,11.0,6.0,6.0,11.0,9.0,11.0,6850.0,0.0,182.66666666666666,72.58333333333333,316.0,170.0,2325.0,337.0,726.0,1063.0,467.0,255.0,128.0,415.0,652.0,2088.0,873.0,661.0,474.0,283.0,105.0,1.0,29.0,15.0,600.0,193.0,34.0,70.0,104.0,31.0,17.0,15.0,38.0,58.0,170.0,67.0,66.0,52.0,23.0,7.0,0.0,0.0,0.5,0.6470588235294118,0.35294117647058826,0.45,0.41810344827586204,0.7170953101361573,0.3710247349823322,0.31702728127939794,0.6829727187206021,0.42921013412816694,0.7434402332361516,0.34352941176470586,0.3037974683544304,0.6962025316455697,-59.0
6,WAS,WAS,EA,5.0,N,,,,847.0,1968.0,388.0,546.0,181.0,510.0,266.0,677.0,943.0,517.0,697.0,260.0,435.0,76.0,2263.0,833.0,1872.0,489.0,648.0,150.0,433.0,267.0,757.0,1024.0,545.0,638.0,205.0,504.0,108.0,2305.0,16.0,18.0,34.0,10.0,7.0,6.0,11.0,9.0,11.0,6900.0,1036.0,179.84615384615384,71.15384615384616,315.0,170.0,2263.0,266.0,677.0,943.0,517.0,260.0,76.0,417.0,697.0,1968.0,847.0,546.0,388.0,510.0,181.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47058823529411764,0.5882352941176471,0.35294117647058826,0.45,0.4303861788617886,0.7106227106227107,0.35490196078431374,0.28207847295864263,0.7179215270413574,0.44497863247863245,0.7546296296296297,0.3464203233256351,0.2607421875,0.7392578125,-42.0
7,WAS,WAS,EA,4.0,Y,L,,,1016.0,2199.0,528.0,715.0,187.0,522.0,330.0,770.0,1100.0,576.0,784.0,306.0,541.0,113.0,2747.0,909.0,2102.0,635.0,851.0,204.0,553.0,321.0,720.0,1041.0,583.0,687.0,252.0,573.0,89.0,2657.0,18.0,16.0,34.0,13.0,4.0,5.0,12.0,12.0,8.0,6850.0,1365.0,182.0,76.33333333333333,337.0,170.0,2747.0,330.0,770.0,1100.0,576.0,306.0,113.0,516.0,784.0,2199.0,1016.0,715.0,528.0,522.0,187.0,15.0,19.0,10.0,400.0,126.0,30.0,50.0,80.0,27.0,15.0,3.0,29.0,47.0,141.0,48.0,38.0,22.0,32.0,8.0,1.0,0.0,0.5294117647058824,0.7647058823529411,0.29411764705882354,0.6,0.4620281946339245,0.7384615384615385,0.35823754789272033,0.3,0.7,0.4324452901998097,0.7461809635722679,0.3688969258589512,0.30835734870317005,0.69164265129683,90.0
8,WAS,WAS,EA,5.0,N,,,,877.0,2170.0,668.0,839.0,163.0,528.0,335.0,783.0,1118.0,472.0,763.0,282.0,571.0,133.0,2585.0,924.0,2216.0,616.0,801.0,175.0,520.0,383.0,825.0,1208.0,549.0,762.0,256.0,579.0,103.0,2639.0,16.0,18.0,34.0,8.0,9.0,8.0,9.0,8.0,12.0,6900.0,209.52941176470588,183.93333333333334,78.06666666666666,353.0,169.0,2585.0,335.0,783.0,1118.0,472.0,282.0,133.0,545.0,763.0,2170.0,877.0,839.0,668.0,528.0,163.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.4,0.404147465437788,0.7961859356376639,0.3087121212121212,0.29964221824686943,0.7003577817531306,0.41696750902527074,0.7690387016229713,0.33653846153846156,0.3170529801324503,0.6829470198675497,-54.0
9,WAS,WAS,EA,6.0,N,,,,885.0,2131.0,435.0,659.0,163.0,460.0,362.0,770.0,1132.0,483.0,757.0,241.0,637.0,93.0,2368.0,929.0,2096.0,563.0,760.0,180.0,528.0,306.0,787.0,1093.0,542.0,708.0,314.0,530.0,146.0,2601.0,10.0,24.0,34.0,6.0,11.0,4.0,13.0,6.0,14.0,6825.0,308.64705882352945,181.375,75.4375,365.0,170.0,2368.0,362.0,770.0,1132.0,483.0,241.0,93.0,602.0,757.0,2131.0,885.0,659.0,435.0,460.0,163.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.35294117647058826,0.23529411764705882,0.3,0.41529798216799624,0.6600910470409712,0.35434782608695653,0.3197879858657244,0.6802120141342756,0.44322519083969464,0.7407894736842106,0.3409090909090909,0.2799634034766697,0.7200365965233303,-233.0
10,WAS,WAS,EA,4.0,Y,L,,,933.0,2205.0,580.0,827.0,139.0,426.0,388.0,803.0,1191.0,453.0,725.0,314.0,607.0,118.0,2585.0,945.0,2184.0,570.0,755.0,162.0,478.0,322.0,789.0,1111.0,524.0,778.0,315.0,576.0,156.0,2622.0,16.0,18.0,34.0,11.0,6.0,5.0,12.0,10.0,12.0,6875.0,0.0,182.75,77.91666666666667,328.0,170.0,2585.0,388.0,803.0,1191.0,453.0,314.0,118.0,579.0,725.0,2205.0,933.0,827.0,580.0,426.0,139.0,6.0,17.0,10.0,426.0,153.0,25.0,46.0,71.0,28.0,20.0,8.0,38.0,56.0,143.0,59.0,35.0,27.0,32.0,8.0,2.0,1.0,0.47058823529411764,0.6470588235294118,0.29411764705882354,0.45454545454545453,0.4231292517006803,0.7013301088270859,0.32629107981220656,0.32577665827036106,0.6742233417296389,0.4326923076923077,0.7549668874172185,0.3389121338912134,0.28982898289828984,0.7101710171017102,-37.0
-1,rookie_team_avg_2,rookie_franch_avg_2,0,0.0,0,0,0,0,857.2,2031.33,486.79,648.11,157.07,462.38,329.29,729.35,1058.64,520.1,652.71,262.43,508.88,121.68,2358.26,855.21,2030.55,485.37,647.96,155.91,460.28,328.65,726.54,1055.18,516.99,653.28,262.3,508.9,121.79,2351.71,16.89,16.4,33.29,10.31,6.34,6.58,10.07,10.72,10.43,6729.56,549.09,182.45,75.57,320.58,164.14,2321.03,321.04,716.46,1037.49,514.79,258.15,119.49,481.01,641.1,2001.43,843.4,636.13,479.04,457.05,155.18,5.54,25.08,13.59,548.13,193.82,26.06,60.59,86.65,42.88,19.48,10.44,35.88,51.19,168.43,70.6,50.22,38.64,40.12,13.98,0.37,0.51,0.51,0.62,0.4,0.51,0.42,0.75,0.34,0.31,0.69,0.42,0.75,0.34,0.31,0.69,6.56
-1,rookie_team_avg_3,rookie_franch_avg_3,0,0.0,0,0,0,0,857.2,2031.33,486.79,648.11,157.07,462.38,329.29,729.35,1058.64,520.1,652.71,262.43,508.88,121.68,2358.26,855.21,2030.55,485.37,647.96,155.91,460.28,328.65,726.54,1055.18,516.99,653.28,262.3,508.9,121.79,2351.71,16.89,16.4,33.29,10.31,6.34,6.58,10.07,10.72,10.43,6729.56,549.09,182.45,75.57,320.58,164.14,2321.03,321.04,716.46,1037.49,514.79,258.15,119.49,481.01,641.1,2001.43,843.4,636.13,479.04,457.05,155.18,5.54,25.08,13.59,548.13,193.82,26.06,60.59,86.65,42.88,19.48,10.44,35.88,51.19,168.43,70.6,50.22,38.64,40.12,13.98,0.37,0.51,0.51,0.62,0.4,0.51,0.42,0.75,0.34,0.31,0.69,0.42,0.75,0.34,0.31,0.69,6.56
-1,rookie_team_avg_4,rookie_franch_avg_4,0,0.0,0,0,0,0,857.2,2031.33,486.79,648.11,157.07,462.38,329.29,729.35,1058.64,520.1,652.71,262.43,508.88,121.68,2358.26,855.21,2030.55,485.37,647.96,155.91,460.28,328.65,726.54,1055.18,516.99,653.28,262.3,508.9,121.79,2351.71,16.89,16.4,33.29,10.31,6.34,6.58,10.07,10.72,10.43,6729.56,549.09,182.45,75.57,320.58,164.14,2321.03,321.04,716.46,1037.49,514.79,258.15,119.49,481.01,641.1,2001.43,843.4,636.13,479.04,457.05,155.18,5.54,25.08,13.59,548.13,193.82,26.06,60.59,86.65,42.88,19.48,10.44,35.88,51.19,168.43,70.6,50.22,38.64,40.12,13.98,0.37,0.51,0.51,0.62,0.4,0.51,0.42,0.75,0.34,0.31,0.69,0.42,0.75,0.34,0.31,0.69,6.56
-1,rookie_team_avg_5,rookie_franch_avg_5,0,0.0,0,0,0,0,857.2,2031.33,486.79,648.11,157.07,462.38,329.29,729.35,1058.64,520.1,652.71,262.43,508.88,121.68,2358.26,855.21,2030.55,485.37,647.96,155.91,460.28,328.65,726.54,1055.18,516.99,653.28,262.3,508.9,121.79,2351.71,16.89,16.4,33.29,10.31,6.34,6.58,10.07,10.72,10.43,6729.56,549.09,182.45,75.57,320.58,164.14,2321.03,321.04,716.46,1037.49,514.79,258.15,119.49,481.01,641.1,2001.43,843.4,636.13,479.04,457.05,155.18,5.54,25.08,13.59,548.13,193.82,26.06,60.59,86.65,42.88,19.48,10.44,35.88,51.19,168.43,70.6,50.22,38.64,40.12,13.98,0.37,0.51,0.51,0.62,0.4,0.51,0.42,0.75,0.34,0.31,0.69,0.42,0.75,0.34,0.31,0.69,6.56
